username,review,rating,date,likes,sentiment,language,case_folding,cleaning,token,stopword,stemming,processed_text
Wildan Widya Rakhman,Aplikasi yang sangat berguna untuk freelancer seperti saya 👍,5,2021-01-08 02:27:42,15,positif,id,aplikasi yang sangat berguna untuk freelancer seperti saya 👍,aplikasi yang sangat berguna untuk freelancer seperti saya,"['aplikasi', 'yang', 'sangat', 'berguna', 'untuk', 'freelancer', 'seperti', 'saya']","['aplikasi', 'berguna', 'freelancer']","['aplikasi', 'guna', 'freelancer']",aplikasi guna freelancer
Soi Design,very good app,5,2020-12-23 12:10:01,0,positif,en,very good app,very good app,"['very', 'good', 'app']","['good', 'app']","['good', 'app']",good app
Mas Hud,Great,5,2020-12-18 04:20:03,0,positif,en,great,great,['great'],['great'],['great'],great
Erli Ermawati,Cool,5,2020-12-12 15:14:40,0,positif,en,cool,cool,['cool'],['cool'],['cool'],cool
Fandy,Good apss,5,2020-12-09 22:38:31,0,positif,en,good apss,good apss,"['good', 'apss']","['good', 'apss']","['good', 'apss']",good apss
Muhammad Afrizal,Saya suka aplikasi ini,4,2020-12-01 18:40:12,0,positif,id,saya suka aplikasi ini,saya suka aplikasi ini,"['saya', 'suka', 'aplikasi', 'ini']","['suka', 'aplikasi']","['suka', 'aplikasi']",suka aplikasi
Hadi Addarojati,Tolong agar bisa di terjemah ke bahasa indonesia... Banyak yang butuh pekerjaan ..,5,2020-11-27 13:52:10,32,positif,id,tolong agar bisa di terjemah ke bahasa indonesia... banyak yang butuh pekerjaan ..,tolong agar bisa di terjemah ke bahasa indonesia banyak yang butuh pekerjaan,"['tolong', 'agar', 'bisa', 'di', 'terjemah', 'ke', 'bahasa', 'indonesia', 'banyak', 'yang', 'butuh', 'pekerjaan']","['tolong', 'terjemah', 'bahasa', 'indonesia', 'butuh', 'pekerjaan']","['tolong', 'terjemah', 'bahasa', 'indonesia', 'butuh', 'kerja']",tolong terjemah bahasa indonesia butuh kerja
Syarip Rahmanto,sadly no one to interview me,5,2020-11-24 05:16:01,0,positif,en,sadly no one to interview me,sadly no one to interview me,"['sadly', 'no', 'one', 'to', 'interview', 'me']","['sadly', 'one', 'interview']","['sadli', 'one', 'interview']",sadli one interview
Idiot Upgrade,Great app for freelancer,5,2020-11-21 10:14:55,0,positif,en,great app for freelancer,great app for freelancer,"['great', 'app', 'for', 'freelancer']","['great', 'app', 'freelancer']","['great', 'app', 'freelanc']",great app freelanc
Fandy AY,Nice for freelancer,5,2020-11-17 16:02:40,0,positif,en,nice for freelancer,nice for freelancer,"['nice', 'for', 'freelancer']","['nice', 'freelancer']","['nice', 'freelanc']",nice freelanc
Idris Sutanto,"Best application, try it!",5,2020-11-09 00:24:54,0,positif,en,"best application, try it!",best application try it,"['best', 'application', 'try', 'it']","['best', 'application', 'try']","['best', 'applic', 'tri']",best applic tri
Wahyu,Love it!,5,2020-11-05 11:36:46,0,positif,en,love it!,love it,"['love', 'it']",['love'],['love'],love
Nura Maolana,saya kehabisan konek.... mau beli ga d dollar ya nunggu aja kali aja ada yg nawarin......,5,2020-11-04 03:21:24,14,positif,id,saya kehabisan konek.... mau beli ga d dollar ya nunggu aja kali aja ada yg nawarin......,saya kehabisan konek mau beli ga d dollar ya nunggu aja kali aja ada yg nawarin,"['saya', 'kehabisan', 'konek', 'mau', 'beli', 'ga', 'd', 'dollar', 'ya', 'nunggu', 'aja', 'kali', 'aja', 'ada', 'yg', 'nawarin']","['kehabisan', 'konek', 'beli', 'ga', 'd', 'dollar', 'ya', 'nunggu', 'aja', 'kali', 'aja', 'yg', 'nawarin']","['habis', 'konek', 'beli', 'ga', 'd', 'dollar', 'ya', 'nunggu', 'aja', 'kali', 'aja', 'yg', 'nawarin']",habis konek beli ga d dollar ya nunggu aja kali aja yg nawarin
Farid Ep,Top App thsnks 👍,5,2020-11-03 12:12:53,0,positif,en,top app thsnks 👍,top app thsnks,"['top', 'app', 'thsnks']","['top', 'app', 'thsnks']","['top', 'app', 'thsnk']",top app thsnk
Lucky Ikhtiar Ramadhan,Nice Application for Freelancer,5,2020-11-02 08:10:34,0,positif,en,nice application for freelancer,nice application for freelancer,"['nice', 'application', 'for', 'freelancer']","['nice', 'application', 'freelancer']","['nice', 'applic', 'freelanc']",nice applic freelanc
Ace Redmi8a,Great app.. !,5,2020-10-24 22:03:44,0,positif,en,great app.. !,great app,"['great', 'app']","['great', 'app']","['great', 'app']",great app
FAL Imagine,Very good aplication,4,2020-10-24 04:42:35,0,positif,en,very good aplication,very good aplication,"['very', 'good', 'aplication']","['good', 'aplication']","['good', 'aplic']",good aplic
Muhammad Fadry,"Alhamdulillah, baru gabung di platform ini langsung dapet client dan finish, tinggal nunggu cair😇",5,2020-10-16 16:13:15,19,positif,id,"alhamdulillah, baru gabung di platform ini langsung dapet client dan finish, tinggal nunggu cair😇",alhamdulillah baru gabung di platform ini langsung dapet client dan finish tinggal nunggu cair,"['alhamdulillah', 'baru', 'gabung', 'di', 'platform', 'ini', 'langsung', 'dapet', 'client', 'dan', 'finish', 'tinggal', 'nunggu', 'cair']","['alhamdulillah', 'gabung', 'platform', 'langsung', 'dapet', 'client', 'finish', 'tinggal', 'nunggu', 'cair']","['alhamdulillah', 'gabung', 'platform', 'langsung', 'dapet', 'client', 'finish', 'tinggal', 'nunggu', 'cair']",alhamdulillah gabung platform langsung dapet client finish tinggal nunggu cair
erzi hutama,good platform,5,2020-10-14 13:52:09,0,positif,en,good platform,good platform,"['good', 'platform']","['good', 'platform']","['good', 'platform']",good platform
Trinurseto Ikhsani,top,5,2020-10-14 13:20:39,0,positif,en,top,top,['top'],['top'],['top'],top
ferdi Hasrullah fatah,Sedang menunggu review,3,2020-10-11 17:07:50,0,netral,id,sedang menunggu review,sedang menunggu review,"['sedang', 'menunggu', 'review']","['menunggu', 'review']","['tunggu', 'review']",tunggu review
Ayu Ayu,"Gak bisa login padahal koneksi baik , dperbaiki yah min 🙏",2,2020-10-06 04:54:09,12,negatif,id,"gak bisa login padahal koneksi baik , dperbaiki yah min 🙏",gak bisa login padahal koneksi baik  dperbaiki yah min,"['gak', 'bisa', 'login', 'padahal', 'koneksi', 'baik', 'dperbaiki', 'yah', 'min']","['gak', 'login', 'koneksi', 'dperbaiki', 'yah', 'min']","['gak', 'login', 'koneksi', 'dperbaiki', 'yah', 'min']",gak login koneksi dperbaiki yah min
gustinar,Best apps for freelancer's!,5,2020-09-26 17:10:05,0,positif,en,best apps for freelancer's!,best apps for freelancers,"['best', 'apps', 'for', 'freelancers']","['best', 'apps', 'freelancers']","['best', 'app', 'freelanc']",best app freelanc
Cara Cara,Good app,5,2020-09-23 07:58:26,0,positif,en,good app,good app,"['good', 'app']","['good', 'app']","['good', 'app']",good app
Budi Yanto,"good application, giving freelancers a choice of various jobs",5,2020-09-21 06:51:47,0,positif,en,"good application, giving freelancers a choice of various jobs",good application giving freelancers a choice of various jobs,"['good', 'application', 'giving', 'freelancers', 'a', 'choice', 'of', 'various', 'jobs']","['good', 'application', 'giving', 'freelancers', 'choice', 'various', 'jobs']","['good', 'applic', 'give', 'freelanc', 'choic', 'variou', 'job']",good applic give freelanc choic variou job
Rahman Arif,Thanks upwork,5,2020-09-09 15:00:38,0,positif,en,thanks upwork,thanks upwork,"['thanks', 'upwork']","['thanks', 'upwork']","['thank', 'upwork']",thank upwork
RM Widodo Pribadi,"Good App, same with website.",5,2020-09-03 08:35:14,0,positif,en,"good app, same with website.",good app same with website,"['good', 'app', 'same', 'with', 'website']","['good', 'app', 'website']","['good', 'app', 'websit']",good app websit
Gabriel Adam,Good app,5,2020-09-02 03:07:02,0,positif,en,good app,good app,"['good', 'app']","['good', 'app']","['good', 'app']",good app
alip sulistio,Great app,5,2020-08-29 13:50:50,0,positif,en,great app,great app,"['great', 'app']","['great', 'app']","['great', 'app']",great app
Yana Muhamad Ridwan,Good aplication,5,2020-08-28 09:13:43,0,positif,en,good aplication,good aplication,"['good', 'aplication']","['good', 'aplication']","['good', 'aplic']",good aplic
Freeman Oi838,Ini cara mengambil pekerjaan yg proposal nya sudah di approve oleh klien agar dapat segera dikerjakan bagaimana ya???,4,2020-08-25 12:46:00,13,positif,id,ini cara mengambil pekerjaan yg proposal nya sudah di approve oleh klien agar dapat segera dikerjakan bagaimana ya???,ini cara mengambil pekerjaan yg proposal nya sudah di approve oleh klien agar dapat segera dikerjakan bagaimana ya,"['ini', 'cara', 'mengambil', 'pekerjaan', 'yg', 'proposal', 'nya', 'sudah', 'di', 'approve', 'oleh', 'klien', 'agar', 'dapat', 'segera', 'dikerjakan', 'bagaimana', 'ya']","['mengambil', 'pekerjaan', 'yg', 'proposal', 'nya', 'approve', 'klien', 'ya']","['ambil', 'kerja', 'yg', 'proposal', 'nya', 'approve', 'klien', 'ya']",ambil kerja yg proposal nya approve klien ya
Syarief Hidayat,Cool,5,2020-08-19 06:53:16,0,positif,en,cool,cool,['cool'],['cool'],['cool'],cool
Edo Gudipung,Bagus dan sangat menarik untuk dikerjakan.,5,2020-08-17 12:52:27,4,positif,id,bagus dan sangat menarik untuk dikerjakan.,bagus dan sangat menarik untuk dikerjakan,"['bagus', 'dan', 'sangat', 'menarik', 'untuk', 'dikerjakan']","['bagus', 'menarik']","['bagus', 'tarik']",bagus tarik
Irnandes Faozah,Good app,5,2020-08-16 03:32:31,0,positif,en,good app,good app,"['good', 'app']","['good', 'app']","['good', 'app']",good app
dwi puji ayu,Lagi verifikasi data semoga diterima,5,2020-08-14 01:52:05,1,positif,id,lagi verifikasi data semoga diterima,lagi verifikasi data semoga diterima,"['lagi', 'verifikasi', 'data', 'semoga', 'diterima']","['verifikasi', 'data', 'semoga', 'diterima']","['verifikasi', 'data', 'moga', 'terima']",verifikasi data moga terima
Okky Alwan,"I new in upwork, but its look good, i want to work as freelance..",4,2020-08-03 00:34:45,0,positif,en,"i new in upwork, but its look good, i want to work as freelance..",i new in upwork but its look good i want to work as freelance,"['i', 'new', 'in', 'upwork', 'but', 'its', 'look', 'good', 'i', 'want', 'to', 'work', 'as', 'freelance']","['new', 'upwork', 'look', 'good', 'want', 'work', 'freelance']","['new', 'upwork', 'look', 'good', 'want', 'work', 'freelanc']",new upwork look good want work freelanc
AZIS blckstry,Good application,5,2020-08-02 08:12:05,0,positif,en,good application,good application,"['good', 'application']","['good', 'application']","['good', 'applic']",good applic
Muhammad Andika Putra,Mudah mudahan membantu,5,2020-07-28 20:16:26,4,positif,id,mudah mudahan membantu,mudah mudahan membantu,"['mudah', 'mudahan', 'membantu']","['mudah', 'mudahan', 'membantu']","['mudah', 'mudah', 'bantu']",mudah mudah bantu
gustu erik,Aplikasi yang bagus. Hanya saja untuk ada batas untuk connection. Jadi agak sulit untuk pemula jika belum mendapat klien sedangkan connection akan habis,3,2020-07-16 15:20:00,27,netral,id,aplikasi yang bagus. hanya saja untuk ada batas untuk connection. jadi agak sulit untuk pemula jika belum mendapat klien sedangkan connection akan habis,aplikasi yang bagus hanya saja untuk ada batas untuk connection jadi agak sulit untuk pemula jika belum mendapat klien sedangkan connection akan habis,"['aplikasi', 'yang', 'bagus', 'hanya', 'saja', 'untuk', 'ada', 'batas', 'untuk', 'connection', 'jadi', 'agak', 'sulit', 'untuk', 'pemula', 'jika', 'belum', 'mendapat', 'klien', 'sedangkan', 'connection', 'akan', 'habis']","['aplikasi', 'bagus', 'batas', 'connection', 'sulit', 'pemula', 'klien', 'connection', 'habis']","['aplikasi', 'bagus', 'batas', 'connection', 'sulit', 'mula', 'klien', 'connection', 'habis']",aplikasi bagus batas connection sulit mula klien connection habis
agrifa maser,I was new here hope I can get some paid here,5,2020-07-15 15:04:03,0,positif,en,i was new here hope i can get some paid here,i was new here hope i can get some paid here,"['i', 'was', 'new', 'here', 'hope', 'i', 'can', 'get', 'some', 'paid', 'here']","['new', 'hope', 'get', 'paid']","['new', 'hope', 'get', 'paid']",new hope get paid
ꦭꦸꦮꦶꦱ꧀ ꦮꦶꦮꦮꦤ꧀,"Laaamaaa banget ngereview akunnya, ini udah 3x24 jam loh",3,2020-07-07 17:42:13,4,netral,id,"laaamaaa banget ngereview akunnya, ini udah 3x24 jam loh",laaamaaa banget ngereview akunnya ini udah x jam loh,"['laaamaaa', 'banget', 'ngereview', 'akunnya', 'ini', 'udah', 'x', 'jam', 'loh']","['laaamaaa', 'banget', 'ngereview', 'akunnya', 'udah', 'x', 'jam', 'loh']","['laaamaaa', 'banget', 'ngereview', 'akun', 'udah', 'x', 'jam', 'loh']",laaamaaa banget ngereview akun udah x jam loh
ZoiDs,Verifikasi proposalnya gak jelas. Udah nunggu 24jam tetep aja gak bisa ajuin.. Anehh,1,2020-07-07 06:44:59,20,negatif,id,verifikasi proposalnya gak jelas. udah nunggu 24jam tetep aja gak bisa ajuin.. anehh,verifikasi proposalnya gak jelas udah nunggu jam tetep aja gak bisa ajuin anehh,"['verifikasi', 'proposalnya', 'gak', 'jelas', 'udah', 'nunggu', 'jam', 'tetep', 'aja', 'gak', 'bisa', 'ajuin', 'anehh']","['verifikasi', 'proposalnya', 'gak', 'udah', 'nunggu', 'jam', 'tetep', 'aja', 'gak', 'ajuin', 'anehh']","['verifikasi', 'proposal', 'gak', 'udah', 'nunggu', 'jam', 'tetep', 'aja', 'gak', 'ajuin', 'anehh']",verifikasi proposal gak udah nunggu jam tetep aja gak ajuin anehh
zulfa yusrona,Aplikasi terbaik bagi yang ingin mencari nafkah,5,2020-06-29 08:25:38,7,positif,id,aplikasi terbaik bagi yang ingin mencari nafkah,aplikasi terbaik bagi yang ingin mencari nafkah,"['aplikasi', 'terbaik', 'bagi', 'yang', 'ingin', 'mencari', 'nafkah']","['aplikasi', 'terbaik', 'mencari', 'nafkah']","['aplikasi', 'baik', 'cari', 'nafkah']",aplikasi baik cari nafkah
Taufik Zulfiqar,Mantap...terus ditingkatkan lagi pelayanannya,5,2020-06-26 03:02:47,3,positif,id,mantap...terus ditingkatkan lagi pelayanannya,mantapterus ditingkatkan lagi pelayanannya,"['mantapterus', 'ditingkatkan', 'lagi', 'pelayanannya']","['mantapterus', 'ditingkatkan', 'pelayanannya']","['mantapterus', 'tingkat', 'layan']",mantapterus tingkat layan
nia kurniawati,sangat membantu,5,2020-06-09 08:22:01,0,positif,id,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['bantu'],bantu
immanuel “noel” juniawan,Terima kasih buat jembatan utk mencari kesempatan kerja jarak jauh,5,2020-06-09 03:32:13,4,positif,id,terima kasih buat jembatan utk mencari kesempatan kerja jarak jauh,terima kasih buat jembatan utk mencari kesempatan kerja jarak jauh,"['terima', 'kasih', 'buat', 'jembatan', 'utk', 'mencari', 'kesempatan', 'kerja', 'jarak', 'jauh']","['terima', 'kasih', 'jembatan', 'utk', 'mencari', 'kesempatan', 'kerja', 'jarak']","['terima', 'kasih', 'jembatan', 'utk', 'cari', 'sempat', 'kerja', 'jarak']",terima kasih jembatan utk cari sempat kerja jarak
prima agung,"Thanks for this app, it can be help me to search another job",5,2020-05-30 02:25:47,0,positif,en,"thanks for this app, it can be help me to search another job",thanks for this app it can be help me to search another job,"['thanks', 'for', 'this', 'app', 'it', 'can', 'be', 'help', 'me', 'to', 'search', 'another', 'job']","['thanks', 'app', 'help', 'search', 'another', 'job']","['thank', 'app', 'help', 'search', 'anoth', 'job']",thank app help search anoth job
Andi Pam,Aplikasi yang lain susah buat daftar jika handphone justru upwork mudah untuk daftar sebagai freelance walaupun melalui handphone,5,2020-05-29 15:24:09,13,positif,id,aplikasi yang lain susah buat daftar jika handphone justru upwork mudah untuk daftar sebagai freelance walaupun melalui handphone,aplikasi yang lain susah buat daftar jika handphone justru upwork mudah untuk daftar sebagai freelance walaupun melalui handphone,"['aplikasi', 'yang', 'lain', 'susah', 'buat', 'daftar', 'jika', 'handphone', 'justru', 'upwork', 'mudah', 'untuk', 'daftar', 'sebagai', 'freelance', 'walaupun', 'melalui', 'handphone']","['aplikasi', 'susah', 'daftar', 'handphone', 'upwork', 'mudah', 'daftar', 'freelance', 'handphone']","['aplikasi', 'susah', 'daftar', 'handphone', 'upwork', 'mudah', 'daftar', 'freelance', 'handphone']",aplikasi susah daftar handphone upwork mudah daftar freelance handphone
Yusuf Adjie78,"Great, so smooth and responsive",5,2020-05-26 15:04:54,0,positif,en,"great, so smooth and responsive",great so smooth and responsive,"['great', 'so', 'smooth', 'and', 'responsive']","['great', 'smooth', 'responsive']","['great', 'smooth', 'respons']",great smooth respons
Nabilah R,Need notificatios to knowing there are jobs available.,5,2020-05-21 09:36:29,0,positif,en,need notificatios to knowing there are jobs available.,need notificatios to knowing there are jobs available,"['need', 'notificatios', 'to', 'knowing', 'there', 'are', 'jobs', 'available']","['need', 'notificatios', 'knowing', 'jobs', 'available']","['need', 'notificatio', 'know', 'job', 'avail']",need notificatio know job avail
Aji Prasetyo,Awesome apps for freelancer,5,2020-05-07 20:07:46,0,positif,en,awesome apps for freelancer,awesome apps for freelancer,"['awesome', 'apps', 'for', 'freelancer']","['awesome', 'apps', 'freelancer']","['awesom', 'app', 'freelanc']",awesom app freelanc
T Setiadi,Top,5,2020-05-07 06:21:35,0,positif,en,top,top,['top'],['top'],['top'],top
Pengguna Google,"Saat masuk ke profil selalu eror dan saat masuk web loadingnya sampai lebaran gak selesai selesai, minta saran dan mohon diperbaiki",2,2020-04-24 21:20:57,14,negatif,id,"saat masuk ke profil selalu eror dan saat masuk web loadingnya sampai lebaran gak selesai selesai, minta saran dan mohon diperbaiki",saat masuk ke profil selalu eror dan saat masuk web loadingnya sampai lebaran gak selesai selesai minta saran dan mohon diperbaiki,"['saat', 'masuk', 'ke', 'profil', 'selalu', 'eror', 'dan', 'saat', 'masuk', 'web', 'loadingnya', 'sampai', 'lebaran', 'gak', 'selesai', 'selesai', 'minta', 'saran', 'dan', 'mohon', 'diperbaiki']","['masuk', 'profil', 'eror', 'masuk', 'web', 'loadingnya', 'lebaran', 'gak', 'selesai', 'selesai', 'saran', 'mohon', 'diperbaiki']","['masuk', 'profil', 'eror', 'masuk', 'web', 'loadingnya', 'lebaran', 'gak', 'selesai', 'selesai', 'saran', 'mohon', 'baik']",masuk profil eror masuk web loadingnya lebaran gak selesai selesai saran mohon baik
